sample_row,doi,doi_url,openalex_id,openalex_url,openalex_matched,citation_history_retrieved,title,authors,journal,publisher,publication_year,retraction_year,retraction_year_stratum,fixed_minus_5_to_plus_5_cohort,post_retraction_citing_works_years_plus_1_to_plus_5,top_200_post_retraction_rank,sample_random_seed,retraction_cutoff_year,openalex_retrieved_date,calendar_year_relative_minus_5,included_in_denominator_relative_minus_5,citing_works_relative_minus_5,calendar_year_relative_minus_4,included_in_denominator_relative_minus_4,citing_works_relative_minus_4,calendar_year_relative_minus_3,included_in_denominator_relative_minus_3,citing_works_relative_minus_3,calendar_year_relative_minus_2,included_in_denominator_relative_minus_2,citing_works_relative_minus_2,calendar_year_relative_minus_1,included_in_denominator_relative_minus_1,citing_works_relative_minus_1,calendar_year_relative_zero,included_in_denominator_relative_zero,citing_works_relative_zero,calendar_year_relative_plus_1,included_in_denominator_relative_plus_1,citing_works_relative_plus_1,calendar_year_relative_plus_2,included_in_denominator_relative_plus_2,citing_works_relative_plus_2,calendar_year_relative_plus_3,included_in_denominator_relative_plus_3,citing_works_relative_plus_3,calendar_year_relative_plus_4,included_in_denominator_relative_plus_4,citing_works_relative_plus_4,calendar_year_relative_plus_5,included_in_denominator_relative_plus_5,citing_works_relative_plus_5
5521,10.1007/s00161-016-0552-8,https://doi.org/10.1007/s00161-016-0552-8,W2580400598,https://openalex.org/W2580400598,TRUE,TRUE,Variable viscosity on unsteady dissipative Carreau fluid over a truncated cone filled with titanium alloy nanoparticles,C S K Raju;K R Sekhar;S M Ibrahim;Giulio Lorenzini;G Viswanatha Reddy;E Lorenzini,Continuum Mechanics and Thermodynamics,Springer,2017,2017,2017,FALSE,12,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,6,2018,TRUE,6,2019,TRUE,4,2020,TRUE,2,2021,TRUE,0,2022,TRUE,0
5522,10.1007/s00170-015-6997-2,https://doi.org/10.1007/s00170-015-6997-2,W2621137185,https://openalex.org/W2621137185,TRUE,TRUE,An investigation on mechanical and metallurgical properties of 2024-T3 aluminum alloy spot friction welds,Moslem Paidar;Alireza Khodabandeh;Hamidreza Najafi;Alireza Sabour Rouh-aghdam,The International Journal of Advanced Manufacturing Technology,Springer,2015,2017,2017,FALSE,13,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,1,2016,TRUE,6,2017,TRUE,4,2018,TRUE,2,2019,TRUE,4,2020,TRUE,4,2021,TRUE,1,2022,TRUE,2
5523,10.1007/s00170-017-0314-1,https://doi.org/10.1007/s00170-017-0314-1,W2603113614,https://openalex.org/W2603113614,TRUE,TRUE,Erratum to: Cuckoo optimization algorithm for unit production cost in multi-pass turning operations,Mohamed Arezki Mella;Edward J Williams,The International Journal of Advanced Manufacturing Technology,Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5524,10.1007/s00429-016-1324-8,https://doi.org/10.1007/s00429-016-1324-8,W2535254584,https://openalex.org/W2535254584,TRUE,TRUE,Neural auditory intensity discrimination during naturalistic listening: a brain decoding study,Xintao Hu;Lei Guo;Junwei Han;Christine Cong Guo,Brain Structure and Function,Springer,2016,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5525,10.1007/s00521-013-1481-0,https://doi.org/10.1007/s00521-013-1481-0,W2588487146,https://openalex.org/W2588487146,TRUE,TRUE,Human–computer Interaction Using Vision-based Hand Gesture Recognition Systems: A Survey,Haitham Hasan Badi;Sameem Abdul-Kareem,Neural Computing and Applications,Springer,2013,2017,2017,FALSE,38,182,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,0,2014,TRUE,5,2015,TRUE,1,2016,TRUE,16,2017,TRUE,9,2018,TRUE,18,2019,TRUE,6,2020,TRUE,5,2021,TRUE,6,2022,TRUE,3
5526,10.1007/s00607-017-0565-6,https://doi.org/10.1007/s00607-017-0565-6,W2727643132,https://openalex.org/W2727643132,TRUE,TRUE,A distance vector similarity metric for complex networks,Natarajan Meghanathan,Computing,Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5527,10.1007/s00709-013-0586-8,https://doi.org/10.1007/s00709-013-0586-8,W4206551861,https://openalex.org/W4206551861,TRUE,TRUE,"Coordinated response of sulfate transport, cysteine biosynthesis, and glutathione-mediated antioxidant defense in lentil (Lens culinaris Medik.) genotypes exposed to arsenic",Dibyendu Talukdar;Tulika Talukdar,Protoplasma,Springer,2013,2017,2017,FALSE,6,,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,6,2016,TRUE,1,2017,TRUE,5,2018,TRUE,1,2019,TRUE,2,2020,TRUE,0,2021,TRUE,3,2022,TRUE,0
5528,10.1007/s10072-014-2001-4,https://doi.org/10.1007/s10072-014-2001-4,W3024011436,https://openalex.org/W3024011436,TRUE,TRUE,Triptolide (TPL) Improves Locomotor Function Recovery in Rats and Reduces Inflammation After Spinal Cord Injury,Bing Wang;Chen Chen;Jing-Tao Zhang;Ruo-Xian Song;Xiu-Chun Yu,Neurological Sciences: Official Journal of the Italian Neurological Society,Springer,2014,2017,2017,FALSE,2,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,2,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5529,10.1007/s10114-017-7014-5,https://doi.org/10.1007/s10114-017-7014-5,W2595502139,https://openalex.org/W2595502139,TRUE,TRUE,Rational curves and prolongations of G-structures,Jun Muk Hwang,"Acta Mathematica Sinica, English Series",Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5530,10.1007/s10439-015-1304-9,https://doi.org/10.1007/s10439-015-1304-9,W2028851296,https://openalex.org/W2028851296,TRUE,TRUE,Effect of Anti-Sticking Nanostructured Surface Coating on Minimally Invasive Electrosurgical Device in Brain,Han-Yi Cheng;Keng-Liang Ou;Hsi-Jen Chiang;Li-Hsiang Lin,Annals of Biomedical Engineering,Springer,2015,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5531,10.1007/s10528-016-9775-4,https://doi.org/10.1007/s10528-016-9775-4,W2525622352,https://openalex.org/W2525622352,TRUE,TRUE,Genetic Structure and Diversity Analysis Revealed by AFLP Markers on Different Glycyrrhiza glabra L. an Endangered Medicinal Species from South of Iran and Implications for Conservation,Atieh Hakimi;Maryam Zolfaghari;Karim Sorkheh,Biochemical Genetics,Springer,2016,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,2,2018,TRUE,0,2019,TRUE,0,2020,TRUE,2,2021,TRUE,0,2022,TRUE,1
5532,10.1007/s10530-017-1512-3,https://doi.org/10.1007/s10530-017-1512-3,W2738500844,https://openalex.org/W2738500844,TRUE,TRUE,Running bamboo invasion in native and non-native regions worldwide,Qiu-Fang Xu;Chen-Fei Liang;Jun-Hui Chen;Yong-Chun Li;Hua Qin;Jeffry J Fuhrmann,Biological Invasions,Springer,2017,2017,2017,FALSE,2,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1,2021,TRUE,0,2022,TRUE,0
5533,10.1007/s10586-016-0551-3,https://doi.org/10.1007/s10586-016-0551-3,W2306359932,https://openalex.org/W2306359932,TRUE,TRUE,The model for improving big data sub-image retrieval performance using scalable vocabulary tree based on predictive clustering,Quan-Dong Feng;Miao Xu;Xin Zhang,Cluster Computing,Springer,2016,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5534,10.1007/s10706-009-9287-7,https://doi.org/10.1007/s10706-009-9287-7,W2780956170,https://openalex.org/W2780956170,TRUE,TRUE,Study of Factors Affecting the Compressive Strength of Sandy Soil Stabilized with Polymer,Ali Reza Zandieh;S Shahaboddin Yasrobi,Geotechnical and Geological Engineering,Springer,2010,2017,2017,TRUE,29,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,1,2014,TRUE,3,2015,TRUE,5,2016,TRUE,3,2017,TRUE,6,2018,TRUE,8,2019,TRUE,8,2020,TRUE,1,2021,TRUE,6,2022,TRUE,6
5535,10.1007/s10854-015-3718-4,https://doi.org/10.1007/s10854-015-3718-4,W2463535931,https://openalex.org/W2463535931,TRUE,TRUE,Sensing properties of Au-loaded SnO2 sensor for H2 and CO detection,Xi-Tao Yin;Chang-Jun Xu;Sheng-Li Li;Jin-Lin Lu;Qi Wang;Xing-Min Guo,Journal of Materials Science: Materials in Electronics,Springer,2015,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5536,10.1007/s10854-016-5709-5,https://doi.org/10.1007/s10854-016-5709-5,W2519865661,https://openalex.org/W2519865661,TRUE,TRUE,A new approach on preparation and characterization of zinc oxide deposited carbon nanotubes based materials applicable for electronic and optoelectronic devices,A Salar Elahi;M Ghoranneviss,Journal of Materials Science: Materials in Electronics,Springer,2016,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5537,10.1007/s10904-015-0263-9,https://doi.org/10.1007/s10904-015-0263-9,W987494548,https://openalex.org/W987494548,TRUE,TRUE,Morphological and Field Emission Properties of ZnO Deposited MWCNT by RF Sputtering and PECVD,P Farazmand;S Fehli;A Salar Elahi;M Ghoranneviss,Journal of Inorganic and Organometallic Polymers and Materials,Springer,2015,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,6,2017,TRUE,2,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5538,10.1007/s10965-016-0988-3,https://doi.org/10.1007/s10965-016-0988-3,W2494723352,https://openalex.org/W2494723352,TRUE,TRUE,Towards understanding polyhydroxyalkanoates and their use,Brajesh Singh Kushwah;Aeshwary Vikram Singh Kushwah;Vishwajeet Singh,Journal of Polymer Research,Springer,2016,2017,2017,FALSE,16,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,7,2018,TRUE,5,2019,TRUE,4,2020,TRUE,0,2021,TRUE,5,2022,TRUE,2
5539,10.1007/s11012-015-0158-4,https://doi.org/10.1007/s11012-015-0158-4,W2616133339,https://openalex.org/W2616133339,TRUE,TRUE,A novel approach for free vibration of circular/annular sector plates using Reddy’s third order shear deformation theory,Mohammad Fadaee,Meccanica,Springer,2015,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1,2021,TRUE,1,2022,TRUE,0
5540,10.1007/s11060-015-1861-7,https://doi.org/10.1007/s11060-015-1861-7,W2173767892,https://openalex.org/W2173767892,TRUE,TRUE,"Relationship between inflammatory cytokines and risk of depression, and effect of depression on the prognosis of high grade glioma patients.",Jian-tong Jiao;Jun Sun;Jian-Fen Ma;Min-chao Dai;Jin Huang;Chen Jiang;Cheng Wang;Caho Cheng;Jun-fei Shao,Journal of Neuro-Oncology,Springer,2015,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,1,2021,TRUE,1,2022,TRUE,0
5541,10.1007/s11069-014-1289-y,https://doi.org/10.1007/s11069-014-1289-y,W2115373662,https://openalex.org/W2115373662,TRUE,TRUE,Explanation of liquefaction in after shock of the 2011 great east Japan earthquake using numerical analysis,Xiao-Hua Bao;Guan-Lin Ye;Bin Ye,Natural Hazards,Springer,2014,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,2,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1,2021,TRUE,0,2022,TRUE,0
5542,10.1007/s11192-015-1698-z,https://doi.org/10.1007/s11192-015-1698-z,W1139081565,https://openalex.org/W1139081565,TRUE,TRUE,The financial crisis research: a bibliometric analysis,Chein-Ling Hsu;Chun-Hao Chiang,Scientometrics,Springer,2015,2017,2017,FALSE,5,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,2,2017,TRUE,5,2018,TRUE,3,2019,TRUE,0,2020,TRUE,1,2021,TRUE,1,2022,TRUE,0
5543,10.1007/s11277-017-4401-2,https://doi.org/10.1007/s11277-017-4401-2,W2618660463,https://openalex.org/W2618660463,TRUE,TRUE,HSDA: Hybrid Communication for Secure Data Aggregation in Wireless Sensor Network,Sundaram Gopikrishnan;P Priakanth,Wireless Personal Communications,Springer,2017,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0,2021,TRUE,2,2022,TRUE,0
5544,10.1007/s11627-001-0029-7,https://doi.org/10.1007/s11627-001-0029-7,W2016382833,https://openalex.org/W2016382833,TRUE,TRUE,In vitro clonal propagation of annatto (Bixa oreliana L.),Marie-Claire D'Souza;Madhuri Sharon,In Vitro Cellular & Developmental Biology - Plant,Springer,2001,2017,2017,TRUE,1,,20260712,2020,2026-07-18,2012,TRUE,1,2013,TRUE,2,2014,TRUE,1,2015,TRUE,1,2016,TRUE,1,2017,TRUE,0,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5545,10.1007/s11746-011-1789-9,https://doi.org/10.1007/s11746-011-1789-9,W2079542744,https://openalex.org/W2079542744,TRUE,TRUE,Supercritical Fluid Extraction of Oils from Pomegranate Seeds,Behdad Ahangari;Javad Sargolzaei,Journal of the American Oil Chemists' Society,Springer,2011,2017,2017,TRUE,0,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5546,10.1007/s11948-015-9713-6,https://doi.org/10.1007/s11948-015-9713-6,W2781723168,https://openalex.org/W2781723168,TRUE,TRUE,Systematic Assessment of Research on Autism Spectrum Disorder and Mercury Reveals Conflicts of Interest and the Need for Transparency in Autism Research,Janet K Kern;David A Geier;Richard C Deth;Lisa K Sykes;Brian S Hooker;James M Love;Geir Bjorklund;Carmen G Chaigneau;Boyd E Haley;Mark R Geier,Science and Engineering Ethics,Springer,2015,2017,2017,FALSE,5,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,7,2017,TRUE,6,2018,TRUE,1,2019,TRUE,1,2020,TRUE,2,2021,TRUE,1,2022,TRUE,0
5547,10.1007/s12013-014-0067-5,https://doi.org/10.1007/s12013-014-0067-5,W2615098491,https://openalex.org/W2615098491,TRUE,TRUE,"The Interaction Effects of Temperature and Humidity on Emergency Room Visits for Respiratory Diseases in Beijing, China",Qin Su;Hongsheng Liu;Xiaoling Yuan;Yan Xiao;Xian Zhang;Rongju Sun;Wei Dang;Jianbo Zhang;Yuhong Qin;Baozhong Men;Xiaodong Zhao,Cell Biochemistry and Biophysics,Springer,2014,2017,2017,FALSE,11,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,1,2016,TRUE,1,2017,TRUE,2,2018,TRUE,2,2019,TRUE,2,2020,TRUE,2,2021,TRUE,4,2022,TRUE,1
5548,10.1007/s12013-015-0692-7,https://doi.org/10.1007/s12013-015-0692-7,W2737929529,https://openalex.org/W2737929529,TRUE,TRUE,VEGF Silencing Inhibits Human Osteosarcoma Angiogenesis and Promotes Cell Apoptosis via PI3K/AKT Signaling Pathway,Jian Zhao;Zi Ru Zhang;Na Zhao;Bao An Ma;Qing Yu Fan,Cell Biochemistry and Biophysics,Springer,2015,2017,2017,FALSE,16,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,2,2017,TRUE,10,2018,TRUE,4,2019,TRUE,7,2020,TRUE,2,2021,TRUE,0,2022,TRUE,3
5549,10.1007/s12033-016-9985-3,https://doi.org/10.1007/s12033-016-9985-3,W2744548223,https://openalex.org/W2744548223,TRUE,TRUE,A Report on the Internal Retreat Meeting of the Stem Cell Network North Rhine Westphalia,Evangelia Kontopoulou;Oumaima Stambouli;Sanjana Mathew,Molecular Biotechnology,Springer,2016,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,0,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5550,10.1007/s12035-014-8955-7,https://doi.org/10.1007/s12035-014-8955-7,W3095199717,https://openalex.org/W3095199717,TRUE,TRUE,Nuclear Protein C23 on the Cell Surface Plays an Important Role in Activation of CXCR4 Signaling in Glioblastoma,Congxin Dai;Shunzeng Lv;Ranran Shi;Jing Ding;Xiao Zhong;Huishu Song;Xiaochen Ma;Jianzhen Fan;Bowen Sun;Renzhi Wang;Wenbin Ma,Molecular Neurobiology,Springer,2014,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,5,2016,TRUE,3,2017,TRUE,4,2018,TRUE,0,2019,TRUE,1,2020,TRUE,0,2021,TRUE,1,2022,TRUE,1
5551,10.1007/s12035-014-9006-0,https://doi.org/10.1007/s12035-014-9006-0,W2740273761,https://openalex.org/W2740273761,TRUE,TRUE,SDF-1/CXCR4 Axis Regulates Cell Cycle Progression and Epithelial-Mesenchymal Transition via Up-regulation of Survivin in Glioblastoma,Anyan Liao;Ranran Shi;Yuliang Jiang;Suqing Tian;Panpan Li;Fuxi Song;Yalan Qu;Jinna Li;Haiqin Yun;Xiangshan Yang,Molecular Neurobiology,Springer,2014,2017,2017,FALSE,17,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,0,2015,TRUE,8,2016,TRUE,7,2017,TRUE,7,2018,TRUE,5,2019,TRUE,3,2020,TRUE,4,2021,TRUE,2,2022,TRUE,3
5552,10.1007/s12035-016-9784-7,https://doi.org/10.1007/s12035-016-9784-7,W2278964980,https://openalex.org/W2278964980,TRUE,TRUE,The Critical Role of SRPK1 in EMT of Human Glioblastoma in the Spinal Cord,Zhengbu Liao;Jing Wu;Mingjun Wu;Yi Yan;Haiquan Wang;Chongjie Cheng;Wenyuan Tang,Molecular Neurobiology,Springer,2016,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,TRUE,1,2017,TRUE,3,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5553,10.1007/s12205-015-0596-5,https://doi.org/10.1007/s12205-015-0596-5,W2607305488,https://openalex.org/W2607305488,TRUE,TRUE,Fuzzy evaluation model for in-service karst highway tunnel structural safety,Jun-ying Rao;Tao Xie;Yuan-ming Liu,KSCE Journal of Civil Engineering,Springer,2015,2017,2017,FALSE,8,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,TRUE,0,2016,TRUE,1,2017,TRUE,0,2018,TRUE,4,2019,TRUE,0,2020,TRUE,1,2021,TRUE,2,2022,TRUE,1
5554,10.1007/s12517-017-3041-x,https://doi.org/10.1007/s12517-017-3041-x,W2756135244,https://openalex.org/W2756135244,TRUE,TRUE,Physiological comparative study of six wild grapevine (Vitis sylvestris) accession responses to salinity,Hend Askri;Fatma Gharbi;Saloua Rejeb;Ahmed Mliki;Abdelwahed Ghorbel,Arabian Journal of Geosciences,Springer,2017,2017,2017,FALSE,1,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,1,2021,TRUE,0,2022,TRUE,0
5555,10.1007/s12555-012-0536-9,https://doi.org/10.1007/s12555-012-0536-9,W2611118568,https://openalex.org/W2611118568,TRUE,TRUE,Immersion and invariance based fault tolerant adaptive spacecraft attitude control,Danyal Bustan;Seyyed Kamal Hosseini Sani;Naser Pariz,"International Journal of Control, Automation and Systems",Springer,2014,2017,2017,FALSE,10,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,TRUE,1,2015,TRUE,3,2016,TRUE,3,2017,TRUE,4,2018,TRUE,2,2019,TRUE,5,2020,TRUE,2,2021,TRUE,1,2022,TRUE,0
5556,10.1007/s12596-017-0431-0,https://doi.org/10.1007/s12596-017-0431-0,W2766440416,https://openalex.org/W2766440416,TRUE,TRUE,Characterization of atmospheric optical turbulence by (GDIMM) telescope,Sabah Al-ithawi,Journal of Optics (India),Springer,2017,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,FALSE,,2014,FALSE,,2015,FALSE,,2016,FALSE,,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5557,10.1007/s12639-012-0185-1,https://doi.org/10.1007/s12639-012-0185-1,W4206758746,https://openalex.org/W4206758746,TRUE,TRUE,Comparative karyological analysis of three species of Bothriocephalus Rudolphi 1808 (Cestoda:Pseudophyllidea) from Schizothorax species of Kashmir valley,Tanveer A Sofi;Fayaz Ahmad,Journal of Parasitic Diseases: Official Organ of the Indian Society for Parasitology,Springer,2012,2017,2017,TRUE,0,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,0,2014,TRUE,0,2015,TRUE,0,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5558,10.1007/s13277-012-0625-7,https://doi.org/10.1007/s13277-012-0625-7,W1972220014,https://openalex.org/W1972220014,TRUE,TRUE,Polymorphisms of excision repair gene XPD Lys751Gln and hOGG1 Ser326Cys might not be associated with hepatocellular carcinoma risk: a meta-analysis,Ri-Chu Zhang;Si-Hua Mou,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer,2012,2017,2017,TRUE,0,,20260712,2020,2026-07-18,2012,TRUE,0,2013,TRUE,2,2014,TRUE,3,2015,TRUE,3,2016,TRUE,0,2017,TRUE,1,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5559,10.1007/s13277-013-0765-4,https://doi.org/10.1007/s13277-013-0765-4,W2067009943,https://openalex.org/W2067009943,TRUE,TRUE,XRCC3 T241M polymorphism is associated risk of hepatocellular carcinoma in the Chinese,Chibo Liu;Haibao Wang,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer,2013,2017,2017,FALSE,3,,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,1,2014,TRUE,1,2015,TRUE,1,2016,TRUE,1,2017,TRUE,1,2018,TRUE,1,2019,TRUE,1,2020,TRUE,1,2021,TRUE,0,2022,TRUE,0
5560,10.1007/s13277-013-0818-8,https://doi.org/10.1007/s13277-013-0818-8,W2079539547,https://openalex.org/W2079539547,TRUE,TRUE,TGF-beta1 -509C/T (or +869T/C) polymorphism might be not associated with hepatocellular carcinoma risk,Weixing Li;Han Wu;Chao Song,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer,2013,2017,2017,FALSE,0,,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,0,2016,TRUE,2,2017,TRUE,0,2018,TRUE,0,2019,TRUE,0,2020,TRUE,0,2021,TRUE,0,2022,TRUE,0
5561,10.1007/s13277-013-1012-8,https://doi.org/10.1007/s13277-013-1012-8,W2052052132,https://openalex.org/W2052052132,TRUE,TRUE,Comprehensive assessment of the association between tumor necrosis factor alpha G238A polymorphism and liver cancer risk,Xin Tian;Ping Ma;Chengguang Sui;Yan Li;Liye Fu;Tao Jiang;Yang Wang;Youhong Jiang,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer,2013,2017,2017,FALSE,2,,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,0,2014,TRUE,2,2015,TRUE,1,2016,TRUE,3,2017,TRUE,1,2018,TRUE,1,2019,TRUE,0,2020,TRUE,0,2021,TRUE,1,2022,TRUE,0
5562,10.1007/s13277-013-1013-7,https://doi.org/10.1007/s13277-013-1013-7,W1966872952,https://openalex.org/W1966872952,TRUE,TRUE,Curcumin inhibits lung cancer progression and metastasis through induction of FOXO1,Zhen-Cai Li;Li-Ming Zhang;Hai-Bin Wang;Jun-Xun Ma;Jun-Zhong Sun,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer,2013,2017,2017,FALSE,12,,20260712,2020,2026-07-18,2012,FALSE,,2013,TRUE,0,2014,TRUE,7,2015,TRUE,9,2016,TRUE,3,2017,TRUE,9,2018,TRUE,2,2019,TRUE,0,2020,TRUE,6,2021,TRUE,2,2022,TRUE,2
